Age,Gender,Marital_Status,Family_Members,Education,Occupation,Job_Title,Income,Current_Product,Current_Product_Type,Current_Coverage,New_Product_Type,New_Coverage,Rating,target
30.0,M,Married,4.0,PD,SPT,PG,9.083119708,Yes,INV,15000000.0,ANS,15000000.0,Hot,1
57.0,M,Married,3.0,MD,SE,FH,3.0,Yes,TLE,15000000.0,ANS,1000000.0,Cold,0
47.0,M,Divorced,2.0,LHS,SFT,OT,3.08066194,Yes,ANS,4000000.0,TLE,3000000.0,Cold,0
49.0,F,Divorced,1.0,MD,SPT,PG,10.0,Yes,ANS,15000000.0,PMT,3000000.0,Warm,0
25.0,F,Divorced,2.0,PD,SPT,PG,9.151851899,No,NO,0.0,END,1000000.0,Hot,1
39.0,F,Divorced,3.0,PD,SPT,PR,6.224519626,No,NO,0.0,TLE,15000000.0,Hot,0
23.0,M,Single,2.0,LHS,SFT,CB,1.192065187,No,NO,0.0,INV,15000000.0,Cold,0
55.0,M,Divorced,7.0,LHS,SFT,DD,2.0,No,NO,0.0,TLE,15000000.0,Cold,0
42.0,M,Divorced,4.0,PD,SE,FH,1.923641235,No,NO,0.0,ANS,15000000.0,Cold,0
32.0,F,Divorced,7.0,UHS,SPT,OT,2.710334675,Yes,TLE,15000000.0,END,1000000.0,Cold,0
25.0,M,Single,1.0,LHS,SFT,OT,2.514040297,No,NO,0.0,INV,1000000.0,Warm,0
28.0,F,Single,2.0,PD,SPT,RR,9.146876788,Yes,INV,3000000.0,ANS,1000000.0,Hot,1
19.0,M,Single,3.0,LHS,SFT,OC,4.618802727,No,NO,0.0,INV,15000000.0,Hot,1
52.0,F,Divorced,8.0,LHS,SFT,OC,7.0,Yes,TLE,3000000.0,ANS,3000000.0,Warm,1
28.0,M,Single,10.0,BD,SE,FH,1.920696219,No,NO,0.0,END,15000000.0,Cold,0
36.0,M,Divorced,9.0,BD,SPT,PG,9.118144821,No,NO,0.0,INV,1000000.0,Hot,0
55.0,F,Married,4.0,PD,SE,FH,3.0,No,NO,0.0,TLE,1000000.0,Cold,0
60.0,F,Married,2.0,MD,SPT,PG,9.914140223,Yes,TLE,15000000.0,ANS,2000000.0,Warm,0
44.0,M,Divorced,8.0,LHS,SE,OT,2.639472635,Yes,TLE,50000.0,ANS,3000000.0,Cold,0
55.0,M,Divorced,1.0,PD,SE,PG,10.0,Yes,INV,50000.0,ANS,4000000.0,Warm,1
36.0,F,Married,9.0,PD,SPT,RR,9.161183664,No,NO,0.0,INV,5000000.0,Hot,1
32.0,M,Married,9.0,MD,SPT,PG,9.13260676,Yes,INV,4000000.0,END,4000000.0,Hot,1
42.0,M,Married,3.0,MD,SPT,PG,9.633196881,No,NO,0.0,INV,2000000.0,Warm,1
21.0,M,Single,2.0,NE,SPT,OM,2.37915742,No,NO,0.0,PMT,15000000.0,Warm,0
24.0,M,Single,6.0,BD,SPT,PG,9.0,No,NO,0.0,END,15000000.0,Hot,1
51.0,M,Married,2.0,UHS,SPT,DD,1.93213618,No,NO,0.0,PMT,15000000.0,Cold,0
22.0,M,Single,1.0,PD,SPT,PG,9.236018694,No,NO,0.0,INV,3000000.0,Hot,1
40.0,F,Married,7.0,UHS,SE,CF,2.112619378,Yes,TLE,15000000.0,ANS,2000000.0,Cold,0
40.0,M,Divorced,1.0,BD,SPT,BA,6.812135036,Yes,ANS,50000.0,TLE,15000000.0,Hot,1
53.0,F,Divorced,4.0,UHS,SE,OM,2.801763004,No,NO,0.0,PMT,15000000.0,Cold,0
45.0,M,Married,4.0,BD,SPT,RR,9.416633189,Yes,ANS,2000000.0,INV,4000000.0,Warm,0
37.0,M,Married,4.0,PD,SPT,PG,9.212390356,Yes,ANS,3000000.0,INV,1000000.0,Hot,1
45.0,M,Married,10.0,MD,SE,FH,2.686293711,Yes,TLE,2000000.0,ANS,2000000.0,Cold,0
31.0,F,Married,5.0,BD,SE,PG,9.161877394,Yes,INV,15000000.0,END,15000000.0,Hot,1
49.0,F,Divorced,2.0,MD,SE,FH,2.05568018,Yes,TLE,15000000.0,ANS,2000000.0,Cold,0
44.0,M,Married,2.0,PD,SE,FH,2.46419771,Yes,TLE,15000000.0,ANS,2000000.0,Cold,0
43.0,F,Married,8.0,PD,SE,FH,2.021384609,Yes,ANS,1000000.0,TLE,1000000.0,Cold,0
20.0,F,Single,1.0,UHS,SPT,CB,1.041602192,No,NO,0.0,ANS,1000000.0,Cold,0
24.0,M,Divorced,9.0,MD,SE,FH,1.5,Yes,TLE,3000000.0,INV,2000000.0,Cold,1
54.0,F,Married,6.0,LHS,SE,OM,3.416017841,Yes,TLE,3000000.0,PMT,1000000.0,Cold,0
27.0,F,Single,1.0,MD,SPT,PG,9.287563371,No,NO,0.0,INV,15000000.0,Hot,1
49.0,M,Single,6.0,PD,SE,FH,2.094955818,Yes,ANS,3000000.0,TLE,1000000.0,Cold,0
55.0,M,Divorced,4.0,UHS,SPT,OM,3.085424244,Yes,PMT,4000000.0,ANS,3000000.0,Cold,0
47.0,M,Married,7.0,MD,SE,FH,2.49161429,Yes,TLE,15000000.0,ANS,1000000.0,Cold,0
45.0,F,Married,10.0,MD,SE,FH,2.646558719,No,NO,0.0,TLE,2000000.0,Cold,0
35.0,M,Divorced,8.0,MD,SE,FH,2.12870953,Yes,TLE,15000000.0,ANS,2000000.0,Cold,0
46.0,M,Married,9.0,PD,SPT,RR,9.655569365,Yes,ANS,15000000.0,INV,3000000.0,Warm,0
38.0,F,Married,4.0,MD,SPT,PG,9.456104822,No,NO,0.0,TLE,1000000.0,Hot,1
25.0,F,Single,1.0,UHS,SPT,OT,2.356818273,Yes,END,1000000.0,INV,1000000.0,Warm,0
55.0,M,Married,6.0,BD,SE,FH,2.080012692,Yes,ANS,1000000.0,TLE,15000000.0,Cold,0
36.0,F,Married,9.0,PD,SPT,PG,9.481753245,No,NO,0.0,PMT,5000000.0,Hot,1
31.0,F,Married,4.0,PD,SPT,PG,9.560382025,No,NO,0.0,PMT,15000000.0,Hot,1
33.0,F,Married,9.0,BD,SPT,RR,9.360484461,Yes,INV,15000000.0,TLE,1000000.0,Hot,0
37.0,M,Married,5.0,MD,SPT,RR,9.593976246,Yes,PMT,4000000.0,ANS,2000000.0,Hot,1
55.0,F,Married,9.0,PD,SE,FH,2.607846681,Yes,TLE,2000000.0,ANS,2000000.0,Cold,1
45.0,M,Divorced,3.0,PD,SPT,RR,9.542689032,Yes,TLE,2000000.0,ANS,15000000.0,Warm,1
37.0,F,Single,1.0,MD,SE,FH,2.596345093,Yes,TLE,1000000.0,ANS,2000000.0,Cold,1
53.0,F,Divorced,2.0,BD,SPT,PR,8.0,Yes,INV,3000000.0,ANS,2000000.0,Warm,1
59.0,M,Married,7.0,MD,SPT,BA,7.559587843,Yes,INV,50000.0,ANS,4000000.0,Warm,1
28.0,M,Married,4.0,MD,SPT,PG,9.276859873,No,NO,0.0,INV,5000000.0,Hot,1
30.0,M,Married,2.0,UHS,SE,DD,1.210461243,Yes,END,3000000.0,PMT,1000000.0,Cold,0
55.0,M,Married,9.0,PD,SPT,RR,9.91619427,No,NO,0.0,ANS,3000000.0,Warm,1
38.0,F,Divorced,2.0,PD,SPT,PR,6.468315435,Yes,ANS,50000.0,TLE,4000000.0,Hot,1
37.0,M,Divorced,4.0,MD,SE,PG,9.279313284,Yes,INV,15000000.0,ANS,15000000.0,Hot,1
29.0,M,Married,5.0,BD,SE,PG,9.308582672,No,NO,0.0,END,2000000.0,Hot,1
35.0,F,Single,3.0,MD,SE,FH,2.167301628,Yes,END,3000000.0,INV,2000000.0,Cold,0
28.0,M,Single,3.0,UHS,SE,DD,1.090787764,No,NO,0.0,END,1000000.0,Cold,0
49.0,F,Divorced,9.0,PD,SPT,RR,9.991134006,Yes,INV,2000000.0,ANS,15000000.0,Warm,0
53.0,F,Married,5.0,NE,SE,OT,2.881662746,Yes,ANS,15000000.0,TLE,2000000.0,Cold,0
49.0,F,Married,4.0,BD,SE,FH,2.307157617,Yes,ANS,15000000.0,TLE,2000000.0,Cold,0
42.0,F,Married,7.0,LHS,SE,OM,3.033509791,Yes,PMT,2000000.0,TLE,2000000.0,Cold,0
25.0,M,Divorced,3.0,PD,SPT,RR,9.110630399,No,NO,0.0,INV,2000000.0,Hot,1
47.0,M,Married,4.0,PD,SPT,PG,9.879882041,Yes,TLE,3000000.0,INV,5000000.0,Cold,1
50.0,M,Single,7.0,MD,SPT,RR,9.645609827,Yes,INV,2000000.0,ANS,5000000.0,Warm,1
38.0,F,Married,2.0,MD,SPT,BA,6.135603668,Yes,PMT,15000000.0,TLE,2000000.0,Hot,1
49.0,F,Married,4.0,BD,SE,FH,2.29360827,No,NO,0.0,ANS,15000000.0,Cold,0
32.0,F,Married,8.0,LHS,SFT,CB,1.246988867,No,NO,0.0,ANS,1000000.0,Cold,0
23.0,M,Married,5.0,PD,SPT,PG,9.0,No,NO,0.0,INV,15000000.0,Hot,1
28.0,M,Married,3.0,PD,SE,FH,2.189678727,Yes,TLE,15000000.0,INV,2000000.0,Warm,0
19.0,M,Single,1.0,NE,SPT,OM,2.017183794,No,NO,0.0,PMT,15000000.0,Warm,1
25.0,M,Divorced,5.0,MD,SE,FH,1.966788009,No,NO,0.0,TLE,15000000.0,Cold,0
54.0,M,Married,3.0,BD,SE,FH,2.929887873,Yes,ANS,3000000.0,TLE,1000000.0,Cold,0
22.0,F,Married,8.0,PD,SPT,PG,9.085386194,Yes,END,15000000.0,INV,4000000.0,Hot,1
27.0,M,Single,1.0,MD,SPT,RR,9.079267935,Yes,ANS,4000000.0,END,5000000.0,Hot,1
26.0,M,Married,2.0,PD,SPT,PR,7.072783044,Yes,END,15000000.0,INV,2000000.0,Hot,1
24.0,F,Married,8.0,LHS,SFT,DD,1.151659218,No,NO,0.0,ANS,15000000.0,Cold,0
30.0,M,Divorced,1.0,MD,SE,FH,1.875235869,No,NO,0.0,INV,2000000.0,Cold,0
33.0,F,Divorced,1.0,UHS,SPT,CB,1.262972226,No,NO,0.0,END,15000000.0,Cold,0
34.0,M,Married,3.0,BD,SPT,PG,9.093937156,Yes,INV,15000000.0,TLE,4000000.0,Hot,0
18.0,F,Single,1.0,LHS,SE,DD,1.038546633,No,NO,0.0,END,1000000.0,Cold,0
24.0,M,Single,2.0,BD,SPT,RR,9.013983037,Yes,END,15000000.0,INV,15000000.0,Hot,1
41.0,M,Divorced,6.0,PD,SPT,PG,9.636626905,Yes,ANS,15000000.0,PMT,2000000.0,Warm,1
42.0,M,Single,6.0,PD,SPT,PG,9.568742415,Yes,ANS,15000000.0,INV,15000000.0,Warm,0
26.0,F,Divorced,6.0,LHS,SFT,DD,1.344558063,No,NO,0.0,END,1000000.0,Cold,1
53.0,F,Married,3.0,MD,SE,PG,9.732281134,Yes,ANS,15000000.0,TLE,1000000.0,Warm,0
20.0,M,Married,9.0,LHS,SE,OT,2.332671242,No,NO,0.0,END,15000000.0,Warm,0
46.0,M,Divorced,5.0,MD,SPT,PG,9.814958617,Yes,ANS,15000000.0,INV,3000000.0,Warm,0
57.0,F,Divorced,3.0,BD,SPT,BA,7.667369504,Yes,ANS,15000000.0,INV,2000000.0,Warm,0
32.0,F,Divorced,7.0,PD,SE,PG,9.345902864,No,NO,0.0,ANS,2000000.0,Hot,1
33.0,F,Married,9.0,NE,SPT,CB,1.448929145,Yes,PMT,1000000.0,INV,1000000.0,Cold,0
27.0,M,Single,3.0,UHS,SE,OT,2.765355545,Yes,INV,50000.0,END,2000000.0,Warm,1
49.0,M,Divorced,7.0,PD,SPT,RR,9.652700802,Yes,ANS,15000000.0,PMT,2000000.0,Warm,0
51.0,M,Married,9.0,BD,SPT,BA,7.493418544,No,NO,0.0,ANS,1000000.0,Warm,1
33.0,M,Married,7.0,BD,SPT,PR,6.199912852,Yes,INV,50000.0,TLE,15000000.0,Hot,1
18.0,M,Married,2.0,NE,SPT,DD,1.0,No,NO,0.0,INV,15000000.0,Cold,0
45.0,F,Married,6.0,BD,SPT,PG,9.424854119,No,NO,0.0,INV,2000000.0,Warm,1
44.0,F,Married,9.0,BD,SPT,BA,6.97488632,No,NO,0.0,ANS,1000000.0,Warm,1
42.0,M,Single,2.0,BD,SPT,PG,9.558793021,Yes,INV,15000000.0,ANS,1000000.0,Warm,0
32.0,F,Married,5.0,MD,SE,FH,2.152383028,No,NO,0.0,PMT,1000000.0,Cold,0
53.0,M,Divorced,1.0,PD,SPT,PR,7.404359219,Yes,INV,15000000.0,ANS,5000000.0,Warm,0
34.0,M,Divorced,8.0,BD,SE,PG,9.294728134,No,NO,0.0,END,15000000.0,Cold,1
33.0,M,Married,2.0,BD,SE,PG,9.313972539,Yes,INV,15000000.0,END,3000000.0,Hot,1
58.0,F,Single,2.0,PD,SPT,PG,10.0,Yes,PMT,15000000.0,ANS,15000000.0,Warm,1
58.0,M,Divorced,6.0,BD,SPT,PR,8.0,Yes,TLE,1000000.0,ANS,5000000.0,Warm,1
35.0,M,Single,7.0,PD,SE,FH,1.830090922,Yes,TLE,50000.0,ANS,15000000.0,Cold,0
56.0,M,Married,5.0,LHS,SFT,OM,3.384240527,Yes,PMT,50000.0,TLE,3000000.0,Cold,0
59.0,M,Married,4.0,PD,SE,FH,2.930019568,Yes,TLE,15000000.0,ANS,2000000.0,Cold,0
28.0,M,Single,1.0,LHS,SFT,PA,4.473480144,No,NO,0.0,INV,15000000.0,Hot,1
54.0,M,Married,3.0,MD,SPT,PG,10.0,Yes,ANS,4000000.0,TLE,2000000.0,Warm,1
21.0,M,Single,3.0,BD,SPT,PG,9.415423904,No,NO,0.0,END,4000000.0,Hot,1
32.0,F,Married,4.0,MD,SPT,PR,6.204237306,Yes,ANS,1000000.0,TLE,15000000.0,Hot,1
57.0,F,Married,4.0,BD,SPT,PR,7.965494781,Yes,ANS,15000000.0,TLE,15000000.0,Warm,0
50.0,M,Divorced,4.0,NE,SE,DD,2.0,Yes,PMT,4000000.0,TLE,15000000.0,Cold,0
31.0,M,Divorced,6.0,PD,SPT,PR,5.638343335,Yes,INV,50000.0,END,1000000.0,Hot,1
20.0,M,Single,8.0,NE,SPT,OM,2.019438094,No,NO,0.0,END,2000000.0,Warm,0
44.0,M,Married,4.0,PD,SE,FH,2.065773802,No,NO,0.0,ANS,1000000.0,Cold,1
43.0,M,Divorced,1.0,PD,SPT,PG,9.856389138,No,NO,0.0,ANS,15000000.0,Warm,1
45.0,F,Divorced,2.0,UHS,SE,DD,1.804933994,No,NO,0.0,PMT,1000000.0,Cold,0
30.0,M,Divorced,3.0,MD,SE,PG,9.352632171,Yes,END,15000000.0,INV,4000000.0,Hot,1
51.0,M,Single,1.0,BD,SE,FH,2.415771271,Yes,TLE,1000000.0,ANS,1000000.0,Cold,0
34.0,F,Married,10.0,LHS,SFT,DD,1.239175658,No,NO,0.0,INV,1000000.0,Cold,0
58.0,M,Divorced,2.0,BD,SPT,PG,9.89794379,Yes,ANS,15000000.0,INV,1000000.0,Warm,0
47.0,M,Divorced,2.0,BD,SPT,RR,9.781344611,No,NO,0.0,INV,5000000.0,Warm,1
51.0,F,Married,6.0,BD,SE,FH,2.521089977,Yes,ANS,1000000.0,TLE,15000000.0,Cold,0
60.0,M,Divorced,3.0,LHS,SFT,OC,7.0,Yes,ANS,15000000.0,TLE,1000000.0,Warm,0
28.0,F,Divorced,5.0,LHS,SE,DD,1.239572984,No,NO,0.0,ANS,1000000.0,Cold,0
57.0,F,Married,5.0,PD,SE,FH,2.990017307,No,NO,0.0,ANS,1000000.0,Cold,0
35.0,M,Married,3.0,BD,SE,FH,1.918324026,No,NO,0.0,TLE,2000000.0,Cold,0
44.0,M,Married,3.0,LHS,SFT,DD,1.587824318,No,NO,0.0,PMT,15000000.0,Cold,0
54.0,F,Married,7.0,NE,SE,DD,1.792257763,No,NO,0.0,ANS,15000000.0,Cold,0
59.0,M,Divorced,4.0,LHS,SE,CF,2.966099678,Yes,TLE,2000000.0,ANS,15000000.0,Cold,1
59.0,F,Divorced,2.0,PD,SE,FH,2.915527412,Yes,TLE,1000000.0,ANS,15000000.0,Cold,0
28.0,M,Married,3.0,PD,SE,FH,1.80359733,Yes,TLE,4000000.0,INV,15000000.0,Cold,0
49.0,M,Divorced,4.0,BD,SE,PG,9.659907919,No,NO,0.0,TLE,3000000.0,Warm,1
24.0,F,Married,3.0,MD,SPT,PG,9.146553945,No,NO,0.0,END,1000000.0,Hot,1
32.0,F,Divorced,6.0,UHS,SE,CB,1.288422223,Yes,INV,1000000.0,ANS,1000000.0,Cold,0
42.0,F,Married,2.0,MD,SPT,BA,6.825621516,No,NO,0.0,PMT,5000000.0,Warm,1
44.0,F,Married,9.0,MD,SPT,PG,9.458078102,No,NO,0.0,INV,3000000.0,Warm,1
50.0,M,Married,7.0,MD,SE,FH,2.039297794,No,NO,0.0,TLE,15000000.0,Cold,0
55.0,M,Divorced,2.0,MD,SPT,BA,8.0,Yes,TLE,15000000.0,ANS,1000000.0,Warm,0
49.0,F,Married,7.0,LHS,SFT,DD,1.901149001,No,NO,0.0,PMT,15000000.0,Cold,0
55.0,F,Divorced,5.0,BD,SPT,BA,7.124175219,Yes,TLE,2000000.0,PMT,4000000.0,Warm,1
45.0,M,Married,2.0,BD,SE,PG,9.689084363,Yes,INV,2000000.0,PMT,3000000.0,Warm,1
48.0,F,Divorced,4.0,BD,SPT,PG,9.59446444,Yes,INV,3000000.0,ANS,5000000.0,Warm,1
29.0,M,Married,6.0,MD,SPT,PG,9.354061197,No,NO,0.0,TLE,2000000.0,Hot,1
19.0,F,Single,4.0,NE,SE,OM,2.079802567,No,NO,0.0,INV,1000000.0,Warm,1
20.0,F,Married,5.0,NE,SE,CF,1.72102306,No,NO,0.0,INV,2000000.0,Cold,0
21.0,M,Single,2.0,UHS,SE,CF,1.820155825,Yes,END,50000.0,TLE,2000000.0,Cold,0
20.0,M,Married,9.0,UHS,SPT,OM,2.0,Yes,INV,1000000.0,PMT,3000000.0,Warm,0
47.0,M,Married,5.0,LHS,SE,CB,1.26316029,No,NO,0.0,ANS,15000000.0,Cold,0
48.0,M,Married,10.0,BD,SE,FH,2.369883515,No,NO,0.0,TLE,15000000.0,Cold,1
46.0,M,Married,10.0,PD,SPT,RR,9.396300401,No,NO,0.0,TLE,1000000.0,Warm,1
40.0,M,Divorced,1.0,LHS,SFT,DD,1.426664381,No,NO,0.0,TLE,1000000.0,Cold,0
59.0,M,Divorced,3.0,UHS,SE,OT,3.499449984,Yes,ANS,3000000.0,TLE,15000000.0,Cold,0
34.0,M,Married,8.0,LHS,SFT,DD,1.263267867,Yes,END,1000000.0,PMT,15000000.0,Cold,0
57.0,M,Divorced,2.0,MD,SPT,PR,8.0,Yes,INV,3000000.0,ANS,1000000.0,Warm,1
39.0,F,Married,10.0,PD,SE,FH,2.117198014,Yes,ANS,1000000.0,TLE,2000000.0,Cold,0
44.0,M,Married,2.0,MD,SPT,PR,6.790696219,Yes,ANS,4000000.0,TLE,3000000.0,Warm,0
25.0,M,Single,3.0,UHS,SPT,OT,2.272272784,No,NO,0.0,END,3000000.0,Warm,0
26.0,M,Single,5.0,UHS,SPT,DD,1.414500446,Yes,PMT,15000000.0,INV,1000000.0,Cold,0
20.0,M,Single,1.0,NE,SPT,PA,4.814550487,No,NO,0.0,INV,15000000.0,Hot,1
31.0,M,Married,2.0,LHS,SFT,CB,1.239944215,No,NO,0.0,INV,15000000.0,Cold,0
39.0,F,Married,9.0,UHS,SPT,OC,5.853143814,Yes,TLE,15000000.0,ANS,2000000.0,Hot,1
50.0,M,Married,5.0,MD,SPT,PG,9.610061076,Yes,INV,2000000.0,TLE,2000000.0,Warm,1
57.0,F,Divorced,4.0,LHS,SFT,DD,2.0,Yes,PMT,50000.0,TLE,1000000.0,Cold,0
50.0,F,Married,4.0,BD,SPT,RR,9.879455489,No,NO,0.0,ANS,5000000.0,Warm,1
45.0,M,Divorced,7.0,BD,SPT,RR,9.184338976,Yes,ANS,3000000.0,INV,15000000.0,Warm,1
52.0,F,Married,2.0,UHS,SPT,PA,5.939734301,Yes,ANS,3000000.0,TLE,4000000.0,Warm,0
32.0,M,Married,9.0,NE,SPT,DD,1.543884672,Yes,INV,3000000.0,ANS,15000000.0,Cold,0
45.0,M,Married,6.0,UHS,SPT,DD,1.588886003,No,NO,0.0,PMT,1000000.0,Cold,0
45.0,M,Married,7.0,PD,SE,FH,1.869360517,No,NO,0.0,TLE,2000000.0,Cold,0
25.0,F,Married,3.0,BD,SE,FH,1.809304149,Yes,ANS,15000000.0,TLE,1000000.0,Cold,0
36.0,M,Married,9.0,PD,SPT,PG,9.166482446,No,NO,0.0,ANS,15000000.0,Hot,1
23.0,M,Married,9.0,MD,SPT,PR,6.084050129,No,NO,0.0,INV,4000000.0,Hot,1
31.0,M,Married,2.0,MD,SE,FH,2.358890885,Yes,END,1000000.0,INV,1000000.0,Cold,0
54.0,M,Married,4.0,PD,SPT,PR,7.229980184,Yes,INV,3000000.0,ANS,1000000.0,Warm,1
30.0,F,Married,5.0,MD,SE,FH,2.181973366,Yes,END,1000000.0,INV,15000000.0,Cold,0
28.0,M,Married,4.0,LHS,SFT,OM,2.221999484,Yes,PMT,50000.0,TLE,3000000.0,Warm,0
43.0,F,Married,6.0,BD,SPT,RR,9.711421778,Yes,TLE,4000000.0,ANS,4000000.0,Warm,1
32.0,M,Divorced,2.0,LHS,SFT,OT,2.227170087,Yes,INV,50000.0,END,15000000.0,Cold,0
30.0,F,Divorced,1.0,PD,SE,FH,1.892658285,No,NO,0.0,TLE,2000000.0,Cold,0
31.0,M,Married,9.0,BD,SPT,PG,9.171099503,Yes,INV,3000000.0,END,1000000.0,Hot,1
36.0,F,Married,4.0,PD,SPT,BA,5.83869392,Yes,PMT,50000.0,ANS,4000000.0,Hot,1
27.0,F,Single,2.0,LHS,SFT,DD,1.10291182,Yes,INV,2000000.0,ANS,15000000.0,Cold,0
46.0,M,Married,2.0,LHS,SFT,OM,3.353808595,No,NO,0.0,PMT,2000000.0,Cold,0
19.0,F,Married,5.0,NE,SPT,DD,1.0,No,NO,0.0,END,15000000.0,Cold,0
48.0,M,Married,10.0,BD,SPT,RR,9.493595165,No,NO,0.0,ANS,3000000.0,Warm,1
21.0,F,Single,1.0,NE,SPT,PA,4.372709373,No,NO,0.0,INV,2000000.0,Hot,1
44.0,F,Married,4.0,BD,SE,FH,2.580709966,No,NO,0.0,ANS,1000000.0,Cold,0
46.0,M,Married,6.0,BD,SPT,PR,7.590086257,Yes,TLE,4000000.0,ANS,5000000.0,Warm,0
48.0,M,Single,8.0,MD,SE,FH,1.957230369,No,NO,0.0,TLE,1000000.0,Cold,0
19.0,F,Single,2.0,LHS,SFT,CB,1.028869417,No,NO,0.0,TLE,15000000.0,Cold,0
50.0,F,Divorced,4.0,MD,SPT,PG,9.843644162,Yes,INV,15000000.0,ANS,15000000.0,Warm,0
21.0,F,Married,2.0,UHS,SPT,PA,4.0,No,NO,0.0,INV,1000000.0,Hot,1
55.0,M,Married,5.0,PD,SE,FH,2.88192625,Yes,TLE,2000000.0,ANS,2000000.0,Cold,1
54.0,F,Divorced,3.0,UHS,SPT,CB,1.667103421,Yes,PMT,15000000.0,ANS,15000000.0,Cold,0
33.0,M,Married,3.0,MD,SE,FH,2.220403172,Yes,INV,1000000.0,END,2000000.0,Cold,0
48.0,F,Divorced,6.0,LHS,SE,DD,1.611737558,Yes,ANS,15000000.0,PMT,15000000.0,Cold,0
50.0,F,Married,4.0,UHS,SE,CF,2.852179024,Yes,ANS,3000000.0,TLE,1000000.0,Cold,0
37.0,M,Divorced,6.0,MD,SPT,BA,5.805747045,No,NO,0.0,PMT,2000000.0,Hot,1
38.0,M,Divorced,4.0,BD,SPT,PG,9.643440644,Yes,INV,15000000.0,ANS,4000000.0,Hot,1
34.0,F,Divorced,6.0,LHS,SFT,CB,1.3360127,No,NO,0.0,ANS,15000000.0,Cold,0
32.0,M,Married,6.0,BD,SE,FH,2.07881528,Yes,END,1000000.0,TLE,1000000.0,Cold,1
38.0,F,Married,10.0,LHS,SE,DD,1.575997952,Yes,TLE,50000.0,ANS,1000000.0,Cold,0
33.0,M,Single,4.0,BD,SPT,RR,9.274430062,No,NO,0.0,TLE,5000000.0,Hot,1
51.0,F,Married,4.0,LHS,SFT,CB,1.900159282,Yes,PMT,50000.0,TLE,1000000.0,Cold,0
36.0,F,Divorced,4.0,NE,SPT,CB,1.518698507,Yes,TLE,4000000.0,PMT,15000000.0,Cold,0
37.0,F,Married,6.0,BD,SPT,PG,9.599214036,Yes,INV,2000000.0,ANS,15000000.0,Hot,1
37.0,M,Single,6.0,BD,SPT,PG,9.677549892,Yes,PMT,15000000.0,TLE,2000000.0,Hot,1
42.0,M,Married,2.0,UHS,SPT,OC,5.771729463,Yes,ANS,2000000.0,TLE,3000000.0,Warm,0
22.0,M,Married,8.0,UHS,SPT,OC,4.0,No,NO,0.0,END,1000000.0,Hot,1
20.0,F,Single,2.0,LHS,SFT,DD,1.028758706,No,NO,0.0,END,1000000.0,Cold,0
48.0,M,Married,5.0,UHS,SPT,PA,5.787768102,Yes,ANS,1000000.0,TLE,1000000.0,Warm,1
28.0,M,Married,5.0,BD,SPT,RR,9.0,Yes,INV,15000000.0,END,15000000.0,Hot,1
56.0,M,Divorced,2.0,PD,SPT,PG,9.750706907,Yes,INV,3000000.0,ANS,2000000.0,Warm,1
52.0,M,Divorced,10.0,BD,SE,FH,3.0,Yes,ANS,1000000.0,TLE,1000000.0,Cold,0
57.0,F,Married,2.0,PD,SE,PG,9.851713269,Yes,ANS,4000000.0,TLE,15000000.0,Warm,0
21.0,M,Single,1.0,PD,SPT,BA,5.0,No,NO,0.0,END,1000000.0,Hot,1
27.0,F,Married,5.0,MD,SE,FH,2.156218622,No,NO,0.0,INV,2000000.0,Warm,0
33.0,M,Married,3.0,BD,SE,FH,2.038164983,Yes,END,4000000.0,INV,2000000.0,Cold,0
38.0,M,Married,6.0,BD,SE,FH,2.118090227,No,NO,0.0,ANS,2000000.0,Cold,0
48.0,F,Married,2.0,MD,SPT,RR,9.517215832,No,NO,0.0,ANS,4000000.0,Warm,1
55.0,M,Divorced,4.0,BD,SE,FH,3.0,Yes,ANS,1000000.0,TLE,2000000.0,Cold,0
24.0,F,Single,4.0,BD,SE,FH,1.5,No,NO,0.0,TLE,2000000.0,Cold,0
44.0,F,Married,2.0,BD,SE,FH,2.691996079,No,NO,0.0,ANS,2000000.0,Cold,0
58.0,M,Married,10.0,BD,SPT,RR,9.787047337,Yes,ANS,3000000.0,TLE,15000000.0,Warm,1
37.0,M,Single,7.0,UHS,SE,CB,1.234126258,Yes,PMT,50000.0,TLE,15000000.0,Cold,0
36.0,F,Single,8.0,PD,SPT,PR,6.065103251,No,NO,0.0,ANS,3000000.0,Hot,1
39.0,F,Single,7.0,MD,SE,FH,2.274736731,No,NO,0.0,ANS,15000000.0,Cold,0
50.0,F,Single,8.0,BD,SE,FH,2.666777654,No,NO,0.0,ANS,1000000.0,Cold,0
39.0,M,Married,5.0,PD,SE,PG,9.42309249,No,NO,0.0,INV,15000000.0,Hot,1
22.0,M,Married,10.0,UHS,SPT,DD,1.136975285,No,NO,0.0,END,1000000.0,Cold,0
47.0,M,Single,3.0,BD,SE,FH,2.171413052,Yes,ANS,3000000.0,TLE,1000000.0,Cold,0
27.0,M,Married,2.0,LHS,SFT,DD,1.0,No,NO,0.0,ANS,1000000.0,Cold,0
27.0,M,Married,3.0,LHS,SE,DD,1.0,No,NO,0.0,ANS,1000000.0,Cold,0
30.0,M,Married,2.0,BD,SE,PG,9.180779955,Yes,ANS,15000000.0,END,1000000.0,Hot,1
30.0,M,Divorced,4.0,MD,SPT,RR,9.286326284,No,NO,0.0,ANS,3000000.0,Hot,1
